language,mae,mse,rmse
Java,5.402209824624281,73.0982810510539,5.985043519950761
JavaScript,1.9219763455846166,10.211082869770621,2.5027545228094095
Node.js,0.4471214889529375,0.4169933597973895,0.533928936667477
PHP,2.8308297252337487,12.951101027039167,3.350187022658274
Visual Basic,6.4499999993052155,94.56999949137673,7.33922520518414
MySQL,7.700255050997166,111.39500001231485,9.81352279052047
TypeScript,0.9445544898925998,2.3287828125339134,1.1984581808268477
SQL,7.6486239306968145,114.91861245004891,9.725388510019148
PostgreSQL,2.398195869495941,10.10446516793663,2.909941203382503
Python,8.868756898092055,164.72160531925323,10.986260665107611
kernel,4.192684991169625,34.31568404472231,4.988930660519499
ASP.NET,2.024863936368223,6.233447253961782,2.3168129575063263
C#,6.860533590202015,75.72569172046205,8.053093765760654
JS++,0.010000008940692199,0.010000000000000134,0.03162278554237599
C,5.304534045623415,46.65198456950293,6.549946417792316
GraphQL,0.07603729328662354,0.06237876501572385,0.1240042060399869
Go,9.019174123760077,203.7680760625673,11.483539022208145
Ada,0.08582948896008037,0.07614166760304392,0.1379720405266176
Ruby,0.5784374712349446,0.7823672487390133,0.7229167723571013
MariaDB,10.548824524338139,186.86304059002552,12.817114707999187
Scheme,0.054867680148268684,0.16057110384699533,0.14135877823846615
Solidity,3.7178142034456956,31.843857739405774,4.445121176382018
Kotlin,1.9215455522484528,7.780310297867016,2.3598754988110637
Perl,0.4016209368629159,0.3021970671278819,0.4869630597256345
C++,18.71999998003219,576.5599968531352,21.495204167971227
Scratch,8.603506081835453,265.4958216479955,10.414547029052105
R,3.224705769487612,17.18063168805824,3.8754388929118613
Rust,0.4533701197420575,0.5217916668024569,0.5577616765380222
Groovy,0.4292298199954696,0.2791766254100579,0.4918985886745979
Scala,0.5353891850990609,0.5799739642921958,0.6625067837477878
MATLAB,15.319999985396834,361.9999994352434,17.594045842414054
Apex,1.4901149205526758e-08,2.2204424764541145e-16,1.4901149205526758e-08
SQLite,4.606393391763894,33.38504729299886,5.5159245807501245
ECMAScript,1.7971814460495126,6.4385455144362895,2.0757253286278905
Assembly,13.688541291966226,266.4831170327287,15.707496214758848
PowerShell,3.759716972550931,23.420963048748384,4.528856652382383
Visual FoxPro,2.5157891112304793,27.490436517301248,3.2122498312125307
FoxPRO,1.030692931555615,3.147553751447262,1.2703044249400803
UNITY,4.951894329930567,45.11881925717104,5.575197020553279
Arduino,8.865418912350599,134.8680352751203,10.917881677913531
PowerBuilder,0.15028148357024523,0.1055796821116379,0.20790395385588695
SRL,0.3452375701697481,0.3199531421619418,0.48373512930163926
Haskell,2.990000074819831,17.950000348208825,3.9998417662979597
Objective-C,3.5189226401835585,20.610348676549194,4.2098414198939365
Sqlalchemy,3.791363909054592,25.789782039689253,4.551992086693725
Erlang,5.515116918443917,131.74367745459998,8.349755987698883
Lisp,2.4987088962654598,11.279364282232907,3.0908695529719266
Lua,4.264650212007757,32.84781468835502,4.905105274006484
VBA,8.351185244785745,116.03178935854467,10.239881448067461
ActionScript,2.8033437196265725,11.92634703621719,3.254600452004823
Boo,0.942360120904208,7.637267564409209,1.0566210271977454
Stata,3.084489363275779,14.130855320081059,3.707530585132125
DML,11.756952324927498,201.79275045959065,13.553347307406053
Dockerfile,3.285852580666268,23.252952223388814,4.137961960101201
VBScript,4.376108866161443,32.41497224041464,5.132303772674012
