language,mae,mse,rmse
Java,5.863698386251714,76.66876769901721,6.5030083359217015
JavaScript,2.1337078397068456,10.439896769999724,2.6569266320122504
Node.js,0.472351129385963,0.4351778570000577,0.5789927706496029
PHP,3.1441241229993877,16.83037383324226,3.657730166813652
Visual Basic,6.79130564680636,101.79274646945802,7.616099254512513
MySQL,9.148345058848406,139.77375153649697,10.98494209927088
TypeScript,1.0382074936829564,2.475599986660977,1.2957157054726935
SQL,9.421511952333404,154.78415745971785,11.5200669358534
PostgreSQL,2.9976435326078255,14.323008955420283,3.549234342340958
Python,9.025606915727924,171.09434822963425,11.188161125370721
kernel,5.6155967586513205,53.566464968361814,6.455850990287256
ASP.NET,2.236506453738993,8.07621546002113,2.516291750855147
C#,7.632348012095326,89.56182862645647,8.693125931126257
JS++,0.018210684356111978,0.01011860057792068,0.03983313107121653
C,5.415315165444699,52.2850095722343,6.662180025272322
GraphQL,0.08618207599683893,0.06263184983291081,0.13447424542655376
Go,8.869021867626824,198.59687581239828,11.301241531589245
Ada,0.14412981810367073,0.08351304484765489,0.19909667760204663
Ruby,0.6841296014533784,0.8518287920208711,0.7946178754554978
MariaDB,11.157231842842345,206.61494714834006,13.556102401226195
Scheme,0.19006753751815136,0.1860099266473616,0.26779323898653185
Solidity,4.059595802898658,38.23675693501293,4.769842567887309
Kotlin,1.9684633069120143,7.97020964152196,2.376078856195624
Perl,0.41195711187943046,0.32879693726274634,0.4985629045848622
C++,13.382720932817495,253.50078967016475,15.801334187101997
Scratch,8.504460322104205,249.0484438781923,10.338101267774832
R,3.4182625262992885,20.553901764102523,4.08656485002885
Rust,0.44039563055296166,0.4909556039971458,0.5449602591747391
Groovy,0.4639085289233,0.3142703580861469,0.5392253796250286
Scala,0.5929124651061273,0.6589016122390576,0.7192665179500104
MATLAB,12.272658466931976,248.37098661556473,14.790085311002684
Apex,0.026591498001551063,0.0011737224280191033,0.026591498001551066
SQLite,4.980156886316537,37.80551684985069,5.869613834314427
ECMAScript,1.8860349884541467,5.562667699883842,2.156302680211181
Assembly,13.166294447766461,247.2875978586478,15.087543652522422
PowerShell,3.824728654546843,24.59715901684326,4.632150674507148
Visual FoxPro,3.1135494491039184,26.36308998313758,3.5770810591798927
FoxPRO,1.079767574190495,3.3719388764933655,1.3296154337195651
UNITY,5.302306183808895,52.0291758663505,5.921731117174208
Arduino,9.541561082831725,160.78862571818604,11.644254408829038
PowerBuilder,0.1458248952231625,0.09980375656348602,0.20332191280966877
SRL,0.4655002529048379,0.35477978516996,0.5409751228598031
Haskell,3.0817495522098364,18.036916274041722,4.037193036882034
Objective-C,4.207612627609325,27.447903454648532,4.8649892690588965
Sqlalchemy,3.9620334824088395,26.55724204422301,4.669294015595235
Erlang,6.284298134620695,169.44305511903843,9.432304212872697
Lisp,3.1810401802234485,21.07075531550351,3.586429273941493
Lua,4.8093194239594,36.40368226095678,5.3710593700600215
VBA,8.961492527995862,123.93040226235048,10.863116132481725
ActionScript,2.5130139608820317,10.350540053368656,2.9598028896724444
Boo,0.9986589714559603,8.56315406044526,1.1078006941095522
Stata,3.3139992865444556,16.721747450649293,3.8747223927801913
DML,12.569003322003754,230.81380004055353,14.403008853270554
Dockerfile,3.2363850449370686,23.28292933723967,4.137443119819201
VBScript,4.561418901530314,34.112863434086584,5.267393180930037
