language,mae,mse,rmse
Java,7.122005199839862,53.713072305673556,7.328920268748567
JavaScript,5.793079820902812,38.04520025518621,6.168079138207146
Node.js,0.8249140838662986,0.9188127286827239,0.9585471968988923
PHP,1.117288481494681,2.6355881036099245,1.6234494459668045
Visual Basic,2.6522155509901597,9.60899073024579,3.0998372102814997
MySQL,10.45420323444731,136.49660981203664,11.683176357995999
TypeScript,1.2956153255806322,2.454093821533026,1.5665547617408802
SQL,16.828319612761625,318.94691880945,17.859085049616905
PostgreSQL,1.7774773207424488,5.1442481691523945,2.2680935097901926
Python,32.17096882193664,1172.8690466188011,34.24717574660429
kernel,2.6443021173288814,10.619117660057825,3.258698767922225
ASP.NET,1.0577800993560316,1.8090678393734563,1.3450159253233607
C#,6.0376531600261805,47.275826549964194,6.875741890877245
JS++,0.009297658647465169,8.64993642363317e-05,0.00930050343993978
C,11.913048582384794,168.4359911528933,12.978289222886556
GraphQL,0.006936702925396137,5.477257804091127e-05,0.00740084981883238
Go,8.593029204999262,113.27210435662826,10.642936829495337
Ada,0.003939546266007624,1.8179332181467154e-05,0.004263722807766372
Ruby,0.0910231806679687,0.08613127139102737,0.2934812964926852
MariaDB,10.3972813025717,146.1771018348634,12.090372278588587
Scheme,0.02125057747965429,0.0006460558326451182,0.025417628383567144
Solidity,4.813987718068082,28.197364072251112,5.310119026184923
Kotlin,4.781291069858784,25.96362106680907,5.095451017015969
Perl,0.21107873668816432,0.09075940393459071,0.30126301454807014
C++,41.601597011798965,1913.9840315017482,43.749103207971565
Scratch,20.273914400629263,744.1218369421363,27.27859668205343
R,3.400106314802591,17.083730922850158,4.133247019336028
Rust,0.8996639385032846,1.083479447839827,1.0409031885049767
Groovy,0.184736450700078,0.07256248442537058,0.2693742460321153
Scala,0.5682436904694653,0.4807078903899467,0.6933310106939878
MATLAB,12.045378992905933,213.18911229780767,14.600996962461421
Apex,0.028674949164278925,0.0008445739044992472,0.029061553717914794
SQLite,4.087523622365622,30.349855842567433,5.509070324707013
ECMAScript,0.8770731330965944,1.2394516900910184,1.113306646926631
Assembly,40.71339988720038,1981.8453629880619,44.517921817938245
PowerShell,4.519614255623802,26.338451517416427,5.132100107891157
Visual FoxPro,1.0125792600424297,1.4194917521821144,1.1914242536485962
FoxPRO,1.1910706065526535,1.7387736676724064,1.3186256738257474
UNITY,2.4460681344418607,10.120705816256883,3.1813056779028455
Arduino,17.72266208185642,393.7021303684641,19.841928594984513
PowerBuilder,0.4218120002469112,0.18970269778832077,0.4355487318180605
SRL,0.3134244285121461,0.2637603081209339,0.5135760003358159
Haskell,3.191039492102937,17.309540329972496,4.160473570397064
Objective-C,1.5839953373419393,3.411114755974925,1.846920343700541
Sqlalchemy,8.144747941102617,79.93120770136885,8.940425476529002
Erlang,15.516623072805242,691.779705701833,26.30170537630275
Lisp,2.089736772786908,5.752241117705417,2.398383021476223
Lua,2.226654240651951,7.2150263118759055,2.686080101537537
VBA,4.772694099555199,45.55205498639503,6.74922625094129
ActionScript,0.930700732417287,1.476146565740435,1.2149677220981778
Boo,4.168026245382043,36.22574109569042,6.0187823598872905
Stata,4.171684726567614,24.129053264911338,4.912133270271822
DML,22.281213547658897,606.4263061447797,24.625724479592062
Dockerfile,3.6378836223951527,20.203840434402792,4.494868233263662
VBScript,2.681795202250246,11.350040316528254,3.3689820890779836
