language,mae,mse,rmse
Java,7.900441588629114,68.96213617275957,8.30434441559113
JavaScript,4.173322284642159,20.15007824876875,4.4888838533391295
Node.js,0.3913443086074167,0.3911605228029434,0.6254282715091662
PHP,3.6731002568689157,16.47465226449632,4.058897912549209
Visual Basic,3.968753523087658,17.996305544302764,4.24220526899663
MySQL,12.938745850544098,202.04630486550153,14.214299309691686
TypeScript,0.7081740805707611,0.8321345014258799,0.9122140655711684
SQL,16.49202973560392,306.8566100174353,17.517323140749426
PostgreSQL,1.8731328170324348,5.154753390155958,2.2704081990153133
Python,18.7408601005723,435.79755423327873,20.87576475804608
kernel,2.0965857249141564,6.647382187026105,2.5782517695186606
ASP.NET,2.1269707053545273,5.677802412315964,2.3828139693051917
C#,9.956521739130435,116.56521739130434,10.796537287079795
JS++,0.011230986922514792,0.00012613506725369842,0.011230986922514799
C,4.2655132911371165,30.43229581082706,5.516547453872491
GraphQL,0.010494663033125209,0.00021298607363700112,0.014594042402192791
Go,2.273151797678742,8.45998982049808,2.908606164556845
Ada,0.06575661404720262,0.004354334544108201,0.06598738170368787
Ruby,0.08695652173913043,0.08695652173913043,0.29488391230979427
MariaDB,6.422593755875782,65.64718456135252,8.102295018163218
Scheme,0.10111860897612615,0.010224973081266707,0.10111860897612618
Solidity,2.9130434782608696,12.217391304347826,3.4953385106950408
Kotlin,2.8260869565217392,9.08695652173913,3.014457915071818
Perl,0.4834282646957794,0.23449390713931176,0.48424570946918233
C++,13.098544988722141,207.26848178636817,14.396821933550758
Scratch,21.84103305886316,869.4559693811082,29.486538782656538
R,3.471376673471604,17.868897064156453,4.227161821382812
Rust,0.6185417703930425,0.5714386853061708,0.7559356356900836
Groovy,0.4405322065676654,0.20069374023711442,0.44798854922543996
Scala,0.1332690536943231,0.1307143492562575,0.3615443945855854
MATLAB,8.313883637569429,102.15504572508503,10.107177930811599
Apex,0.011230986920763512,0.00012613506721436107,0.011230986920763512
SQLite,3.3561655913715582,17.891914942886043,4.229883561386299
ECMAScript,1.6571585064354326,3.2207259880004138,1.7946381217394256
Assembly,21.00118182744701,568.4965128147996,23.84316490767951
PowerShell,3.6125108901707934,19.137158259512113,4.374603783145636
Visual FoxPro,1.1368257446192522,1.6334526625327097,1.2780659852029197
FoxPRO,0.07143173948680145,0.041753346795904325,0.20433635700947672
UNITY,1.566266106774747,4.257256499724721,2.063312021901855
Arduino,8.391916854432163,114.21305611092228,10.687050861248967
PowerBuilder,0.0004288318054023271,2.748968949897627e-07,0.0005243061080988497
SRL,0.44551607388764497,0.35645203223186306,0.5970360393073965
Haskell,3.372754764727805,18.18456691992818,4.264336633044837
Objective-C,3.4679300657071677,16.105934025701874,4.0132199074685495
Sqlalchemy,4.7538185757492295,30.08607742739254,5.485077704772516
Erlang,9.245328413159125,488.6687235808202,22.105852699699692
Lisp,1.4857852864016547,3.6777658050163557,1.9177501935904884
Lua,3.5695611296739633,18.497616484944114,4.300885546598993
VBA,8.976940849367375,106.86755395018358,10.337676428974916
ActionScript,2.4027094805770717,6.796969083900768,2.607099745675406
Boo,4.173913043478261,36.69565217391305,6.057693634867403
Stata,3.8412641679954076,26.033648646493365,5.102317967991937
DML,21.196075197679498,525.9169126340515,22.932878420164606
Dockerfile,2.8059612277104513,14.755535899784396,3.8412935190876
VBScript,2.3041034353436407,8.227872943429947,2.868426910944385
